ID,Paper,Year,Publisher,Link,UML,UML_Image,Stage,Human Roles,AI Roles,Controls,Human modality,AI modality,Efficiency,Reliability,Interuption,Persistence,Expressive,Interpretability,Target user,Explanation
28,Scholastic: Graphical Human-AI Collaborationfor Inductive and Interpretive Text Analysis,2022,UIST,https://dl.acm.org/doi/pdf/10.1145/3526113.3545681,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Sample [documents]
    H ->> A: Apply [codes]

    note over H,A: Data Preparation
    A ->> H: Generate [clusters]
    H ->> A: Refine [categories]

    note over H,A: Visualization
    A ->> H: Visualize [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Interpret [themes]",,Visualization,,Explorer,Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The system presents clusters of documents and words.
28,Scholastic: Graphical Human-AI Collaborationfor Inductive and Interpretive Text Analysis,2022,UIST,https://dl.acm.org/doi/pdf/10.1145/3526113.3545681,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Sample [documents]
    H ->> A: Apply [codes]

    note over H,A: Data Preparation
    A ->> H: Generate [clusters]
    H ->> A: Refine [categories]

    note over H,A: Visualization
    A ->> H: Visualize [clusters]

    note over H,A: Insight Synthesis
    H ->> A: Interpret [themes]",,Insight Synthesis,"Evaluator, Refiner",Producer,Sequential,Text,Vis,Medium,High,Low,One-shot,High,High,domain expert,"The user interprets topics, combining text semantics with visualization."
29,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,2022,TVCG,https://ieeexplore.ieee.org/document/9552449/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Recommend [charts]

    note over H,A: Visualization
    alt Edit
        H ->> A: Modify [view]
        A ->> H: Update [suggestion]
    else Accept
        H ->> A: Confirm [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Save [log]",,Goal Setting,Updater,,Sequential,Widget,,Medium,Medium,Low,One-shot,High,Low,general user,The user uploads tabular datasets.
29,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,2022,TVCG,https://ieeexplore.ieee.org/document/9552449/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Recommend [charts]

    note over H,A: Visualization
    alt Edit
        H ->> A: Modify [view]
        A ->> H: Update [suggestion]
    else Accept
        H ->> A: Confirm [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Save [log]",,Data Preparation,,Recommender,Sequential,,Vis,High,Medium,High,One-shot,Medium,Medium,general user,The AI recommends candidate charts.
29,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,2022,TVCG,https://ieeexplore.ieee.org/document/9552449/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Recommend [charts]

    note over H,A: Visualization
    alt Edit
        H ->> A: Modify [view]
        A ->> H: Update [suggestion]
    else Accept
        H ->> A: Confirm [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Save [log]",,Visualization,Updater,Updater,Decision,Vis Widget,,Medium,Medium,Low,One-shot,Low,High,general user,The user edits or accepts recommended dashboards.
29,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,2022,TVCG,https://ieeexplore.ieee.org/document/9552449/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Upload [dataset]

    note over H,A: Data Preparation
    A ->> H: Recommend [charts]

    note over H,A: Visualization
    alt Edit
        H ->> A: Modify [view]
        A ->> H: Update [suggestion]
    else Accept
        H ->> A: Confirm [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Save [log]",,Insight Synthesis,,Selector,Sequential,,Vis,Medium,High,Low,One-shot,High,High,general user,The AI saves history and logs.
30,ChartSeer: Interactive Steering Exploratory Visual Analysis With Machine Intelligence,2022,TVCG,https://ieeexplore.ieee.org/document/9174891/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Create [chart]

    note over H,A: Visualization
    A ->> H: Summarize [state]
    A ->> H: Recommend [chart]

    alt Accept
        H ->> A: Select [recommendation]
        A ->> H: Generate [chart]
    else Reject
        H ->> A: Specify [goal]
        A ->> H: Suggest [alternative]
    end",,Goal Setting,Demonstrator,,Sequential,Widget,,Medium,Medium,High,One-shot,High,Low,general user,The user manually creates initial charts.
30,ChartSeer: Interactive Steering Exploratory Visual Analysis With Machine Intelligence,2022,TVCG,https://ieeexplore.ieee.org/document/9174891/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Create [chart]

    note over H,A: Visualization
    A ->> H: Summarize [state]
    A ->> H: Recommend [chart]

    alt Accept
        H ->> A: Select [recommendation]
        A ->> H: Generate [chart]
    else Reject
        H ->> A: Specify [goal]
        A ->> H: Suggest [alternative]
    end",,Visualization,,"Generator, Recommender",Decision,,Vis,Medium,Medium,Low,One-shot,Low,High,general user,The AI summarizes the current state and recommends charts.
31,CrossData: Leveraging Text-Data Connections for Authoring Data Documents,2022,CHI,https://dl.acm.org/doi/abs/10.1145/3491102.3517485,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Write [text]

    note over H,A: Data Preparation
    A ->> H: Detect [connection]

    note over H,A: Visualization
    H ->> A: Insert [table]
    A ->> H: Update [chart]

    note over H,A: Insight Synthesis
    par Explore
        H ->> A: Query [data]
        A ->> H: Return [value]
    and Revise
        H ->> A: Edit [text]
        A ->> H: Sync [data]
    end",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,general user,The user writes text as a starting point.
31,CrossData: Leveraging Text-Data Connections for Authoring Data Documents,2022,CHI,https://dl.acm.org/doi/abs/10.1145/3491102.3517485,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Write [text]

    note over H,A: Data Preparation
    A ->> H: Detect [connection]

    note over H,A: Visualization
    H ->> A: Insert [table]
    A ->> H: Update [chart]

    note over H,A: Insight Synthesis
    par Explore
        H ->> A: Query [data]
        A ->> H: Return [value]
    and Revise
        H ->> A: Edit [text]
        A ->> H: Sync [data]
    end",,Data Preparation,,Interpreter,Sequential,,Text,High,Medium,Low,One-shot,Medium,Medium,general user,The AI detects and builds connections between text and data.
31,CrossData: Leveraging Text-Data Connections for Authoring Data Documents,2022,CHI,https://dl.acm.org/doi/abs/10.1145/3491102.3517485,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Write [text]

    note over H,A: Data Preparation
    A ->> H: Detect [connection]

    note over H,A: Visualization
    H ->> A: Insert [table]
    A ->> H: Update [chart]

    note over H,A: Insight Synthesis
    par Explore
        H ->> A: Query [data]
        A ->> H: Return [value]
    and Revise
        H ->> A: Edit [text]
        A ->> H: Sync [data]
    end",,Visualization,Updater,Updater,Sequential,Vis,,Medium,Medium,Low,Continuous,Low,High,general user,"The user inserts tables, the AI updates charts."
31,CrossData: Leveraging Text-Data Connections for Authoring Data Documents,2022,CHI,https://dl.acm.org/doi/abs/10.1145/3491102.3517485,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Write [text]

    note over H,A: Data Preparation
    A ->> H: Detect [connection]

    note over H,A: Visualization
    H ->> A: Insert [table]
    A ->> H: Update [chart]

    note over H,A: Insight Synthesis
    par Explore
        H ->> A: Query [data]
        A ->> H: Return [value]
    and Revise
        H ->> A: Edit [text]
        A ->> H: Sync [data]
    end",,Insight Synthesis,"Refiner, Selector",Refiner,Parallel,Text,Vis,Medium,High,Low,One-shot,High,High,general user,"The user queries or edits text, the AI synchronizes data and results."
32,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,2022,TVCG,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9903596,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Perform [interaction]

    note over H,A: Data Preparation
    A ->> H: Recommend [action]

    note over H,A: Visualization
    alt Accept
        H ->> A: Execute [interaction]
    else Ignore
        H ->> A: Perform [interaction]
    end

    note over H,A: Insight Synthesis
    A ->> H: Adapt [model]",,Goal Setting,Demonstrator,,Sequential,Vis Widget,,Medium,Medium,Low,One-shot,High,Low,general user,The user interacts within visualizations.
32,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,2022,TVCG,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9903596,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Perform [interaction]

    note over H,A: Data Preparation
    A ->> H: Recommend [action]

    note over H,A: Visualization
    alt Accept
        H ->> A: Execute [interaction]
    else Ignore
        H ->> A: Perform [interaction]
    end

    note over H,A: Insight Synthesis
    A ->> H: Adapt [model]",,Data Preparation,,Recommender,Sequential,,Vis,High,Medium,High,One-shot,Medium,Medium,general user,The system recommends next interactions.
32,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,2022,TVCG,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9903596,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Perform [interaction]

    note over H,A: Data Preparation
    A ->> H: Recommend [action]

    note over H,A: Visualization
    alt Accept
        H ->> A: Execute [interaction]
    else Ignore
        H ->> A: Perform [interaction]
    end

    note over H,A: Insight Synthesis
    A ->> H: Adapt [model]",,Visualization,Explorer,,Decision,Vis Widget,,Medium,Medium,Medium,Continuous,Low,High,general user,The user accepts or ignores recommended interactions.
32,Diverse Interaction Recommendation for Public Users Exploring Multi-view Visualization using Deep Learning,2022,TVCG,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9903596,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Perform [interaction]

    note over H,A: Data Preparation
    A ->> H: Recommend [action]

    note over H,A: Visualization
    alt Accept
        H ->> A: Execute [interaction]
    else Ignore
        H ->> A: Perform [interaction]
    end

    note over H,A: Insight Synthesis
    A ->> H: Adapt [model]",,Insight Synthesis,,Refiner,Repetitive,,Vis,Medium,High,Low,One-shot,High,High,general user,The system adapts to user behavior and improves recommendations.
33,ConceptEVA: Concept-Based Interactive Exploration and Customization of Document Summaries,2023,CHI,https://dl.acm.org/doi/full/10.1145/3544548.3581260,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Upload [document]

    note over H,A: Insight Synthesis
    A ->> H: Generate [summary]

    note over H,A: Visualization
    A ->> H: Visualize [concepts]

    note over H,A: Insight Synthesis
    H ->> A: Select [concepts]
    A ->> H: Update [summary]
    opt Edit
        H ->> A: Revise [sentence]
        A ->> H: Paraphrase [option]
    end",,Visualization,"Refiner, Selector","Producer, Refiner",Sequential,,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The AI visualizes concept networks.
33,ConceptEVA: Concept-Based Interactive Exploration and Customization of Document Summaries,2023,CHI,https://dl.acm.org/doi/full/10.1145/3544548.3581260,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Upload [document]

    note over H,A: Insight Synthesis
    A ->> H: Generate [summary]

    note over H,A: Visualization
    A ->> H: Visualize [concepts]

    note over H,A: Insight Synthesis
    H ->> A: Select [concepts]
    A ->> H: Update [summary]
    opt Edit
        H ->> A: Revise [sentence]
        A ->> H: Paraphrase [option]
    end",,Insight Synthesis,,Generator,Sequential,,Text Vis,Medium,High,Medium,Continuous,High,High,domain expert,"The AI generates summaries, the user selects concepts and updates text."
33,ConceptEVA: Concept-Based Interactive Exploration and Customization of Document Summaries,2023,CHI,https://dl.acm.org/doi/full/10.1145/3544548.3581260,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Upload [document]

    note over H,A: Insight Synthesis
    A ->> H: Generate [summary]

    note over H,A: Visualization
    A ->> H: Visualize [concepts]

    note over H,A: Insight Synthesis
    H ->> A: Select [concepts]
    A ->> H: Update [summary]
    opt Edit
        H ->> A: Revise [sentence]
        A ->> H: Paraphrase [option]
    end",,Data Preparation,Executor,,Repetitive,Text,,High,Medium,Low,One-shot,Medium,Medium,domain expert,The user uploads documents.
34,HiTailor: Interactive Transformation and Visualization for Hierarchical Tabular Data,2023,TVCG,https://ieeexplore.ieee.org/document/9903293/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [table]
    A ->> A: Parse [model]
    H ->> A: Apply [transformation]

    note over H,A: Visualization
    A ->> H: Update [table]
    H ->> A: Select [TableUnit]
    A ->> H: Recommend [blocks]
    H ->> A: Choose [template]
    H ->> A: Configure [mapping]
    A ->> H: Render [visualization]

    note over H,A: Insight Synthesis
    opt Iteration
        H ->> A: Refine [unit]
        A ->> H: Revise [recommendation]
    end",,Data Preparation,"Executor, Transformer",Interpreter,Sequential,Widget,,High,Medium,Low,One-shot,Medium,Medium,domain expert,"The user provides tables and applies transformations, interface operations are primary."
34,HiTailor: Interactive Transformation and Visualization for Hierarchical Tabular Data,2023,TVCG,https://ieeexplore.ieee.org/document/9903293/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [table]
    A ->> A: Parse [model]
    H ->> A: Apply [transformation]

    note over H,A: Visualization
    A ->> H: Update [table]
    H ->> A: Select [TableUnit]
    A ->> H: Recommend [blocks]
    H ->> A: Choose [template]
    H ->> A: Configure [mapping]
    A ->> H: Render [visualization]

    note over H,A: Insight Synthesis
    opt Iteration
        H ->> A: Refine [unit]
        A ->> H: Revise [recommendation]
    end",,Visualization,Updater,"Generator, Recommender, Updater",Sequential,Widget,Vis Widget,Medium,Medium,Medium,Continuous,Low,High,domain expert,"The system updates table views and recommends TableUnits, the user selects templates and configures mappings."
34,HiTailor: Interactive Transformation and Visualization for Hierarchical Tabular Data,2023,TVCG,https://ieeexplore.ieee.org/document/9903293/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [table]
    A ->> A: Parse [model]
    H ->> A: Apply [transformation]

    note over H,A: Visualization
    A ->> H: Update [table]
    H ->> A: Select [TableUnit]
    A ->> H: Recommend [blocks]
    H ->> A: Choose [template]
    H ->> A: Configure [mapping]
    A ->> H: Render [visualization]

    note over H,A: Insight Synthesis
    opt Iteration
        H ->> A: Refine [unit]
        A ->> H: Revise [recommendation]
    end",,Insight Synthesis,Refiner,Refiner,Repetitive,,Vis Widget,Medium,High,Low,One-shot,High,High,domain expert,"The user refines units, the system updates recommendations, completing visual interactions."
35,Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580790,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Identify [issue]

    note over H,A: Data Preparation
    A ->> H: Suggest [set]
    H ->> A: Curate [set]

    note over H,A: Visualization
    A ->> H: Visualize [metrics]

    note over H,A: Insight Synthesis
    alt Analyze
        H ->> A: Inspect [samples]
        A ->> H: Update [signals]
    else Compare
        H ->> A: Select [sets]
        A ->> H: Display [results]
    end
    H ->> A: Decide [priority]
    A ->> H: Recommend [action]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Medium,Continuous,High,Low,domain expert,The user identifies model issues.
35,Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580790,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Identify [issue]

    note over H,A: Data Preparation
    A ->> H: Suggest [set]
    H ->> A: Curate [set]

    note over H,A: Visualization
    A ->> H: Visualize [metrics]

    note over H,A: Insight Synthesis
    alt Analyze
        H ->> A: Inspect [samples]
        A ->> H: Update [signals]
    else Compare
        H ->> A: Select [sets]
        A ->> H: Display [results]
    end
    H ->> A: Decide [priority]
    A ->> H: Recommend [action]",,Data Preparation,Recommender,Recommender,Repetitive,Text,,High,Medium,Low,One-shot,Medium,Medium,domain expert,"The system suggests candidate datasets, the user curates collections."
35,Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580790,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Identify [issue]

    note over H,A: Data Preparation
    A ->> H: Suggest [set]
    H ->> A: Curate [set]

    note over H,A: Visualization
    A ->> H: Visualize [metrics]

    note over H,A: Insight Synthesis
    alt Analyze
        H ->> A: Inspect [samples]
        A ->> H: Update [signals]
    else Compare
        H ->> A: Select [sets]
        A ->> H: Display [results]
    end
    H ->> A: Decide [priority]
    A ->> H: Recommend [action]",,Visualization,,Generator,Sequential,,Vis,Medium,Medium,High,One-shot,Low,High,domain expert,The system presents performance metrics.
35,Angler: Helping Machine Translation Practitioners Prioritize Model Improvements,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580790,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Identify [issue]

    note over H,A: Data Preparation
    A ->> H: Suggest [set]
    H ->> A: Curate [set]

    note over H,A: Visualization
    A ->> H: Visualize [metrics]

    note over H,A: Insight Synthesis
    alt Analyze
        H ->> A: Inspect [samples]
        A ->> H: Update [signals]
    else Compare
        H ->> A: Select [sets]
        A ->> H: Display [results]
    end
    H ->> A: Decide [priority]
    A ->> H: Recommend [action]",,Insight Synthesis,"Evaluator, Selector","Producer, Recommender, Refiner",Decision,Vis,Text,Medium,High,Low,One-shot,High,High,domain expert,"The user inspects samples or compares collections, the system updates signals and recommends actions."
36,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,2023,TVCG,https://doi.org/10.1109/TVCG.2023.3327363,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Generate [story]

    note over H,A: Insight Synthesis
    opt Clarify
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Refine [story]
    end
    opt Repeat
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Update [story]
    end",,Data Preparation,Executor,,Sequential,Text,,High,Medium,Low,One-shot,Medium,Medium,general user,The user provides datasets.
36,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,2023,TVCG,https://doi.org/10.1109/TVCG.2023.3327363,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Generate [story]

    note over H,A: Insight Synthesis
    opt Clarify
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Refine [story]
    end
    opt Repeat
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Update [story]
    end",,Visualization,,Generator,Sequential,,Vis Text,Medium,Medium,Medium,Continuous,Low,High,general user,The system generates draft stories.
36,Socrates: Data Story Generation via Adaptive Machine-Guided Elicitation of User Feedback,2023,TVCG,https://doi.org/10.1109/TVCG.2023.3327363,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [data]

    note over H,A: Visualization
    A ->> H: Generate [story]

    note over H,A: Insight Synthesis
    opt Clarify
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Refine [story]
    end
    opt Repeat
        A ->> H: Ask [question]
        H ->> A: Give [feedback]
        A ->> H: Update [story]
    end",,Insight Synthesis,Selector,"Refiner, Selector",Repetitive,,Text,Medium,High,Low,One-shot,High,High,general user,The system collects feedback via Q&A and updates stories.
37,ONYX: Assisting Users in Teaching Natural Language Interfaces Through Multi-Modal Interactive Task Learning,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580964,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [action]

    note over H,A: Data Preparation
    A ->> H: Suggest [option]
    alt Ambiguity
        A ->> H: Ask [question]
        H ->> A: Clarify [input]
    end

    note over H,A: Visualization
    A ->> H: Guide [aid]
    H ->> A: Edit [script]

    note over H,A: Insight Synthesis
    A ->> H: Update [output]",,Goal Setting,Demonstrator,,Sequential,Vis Widget Text,,Medium,Medium,High,One-shot,High,Low,novice/general,The user demonstrates actions or specifies goals via natural language.
37,ONYX: Assisting Users in Teaching Natural Language Interfaces Through Multi-Modal Interactive Task Learning,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580964,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [action]

    note over H,A: Data Preparation
    A ->> H: Suggest [option]
    alt Ambiguity
        A ->> H: Ask [question]
        H ->> A: Clarify [input]
    end

    note over H,A: Visualization
    A ->> H: Guide [aid]
    H ->> A: Edit [script]

    note over H,A: Insight Synthesis
    A ->> H: Update [output]",,Data Preparation,Recommender,Recommender,Decision,,Text Vis,High,Medium,Medium,Continuous,Medium,Medium,novice/general,"The AI asks clarifying questions, the user answers."
37,ONYX: Assisting Users in Teaching Natural Language Interfaces Through Multi-Modal Interactive Task Learning,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580964,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [action]

    note over H,A: Data Preparation
    A ->> H: Suggest [option]
    alt Ambiguity
        A ->> H: Ask [question]
        H ->> A: Clarify [input]
    end

    note over H,A: Visualization
    A ->> H: Guide [aid]
    H ->> A: Edit [script]

    note over H,A: Insight Synthesis
    A ->> H: Update [output]",,Visualization,Updater,Recommender,Repetitive,Code,Vis Text,Medium,Medium,Low,One-shot,Low,High,novice/general,"The AI provides visual and text assistance, the user edits scripts."
37,ONYX: Assisting Users in Teaching Natural Language Interfaces Through Multi-Modal Interactive Task Learning,2023,CHI,https://dl.acm.org/doi/10.1145/3544548.3580964,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [action]

    note over H,A: Data Preparation
    A ->> H: Suggest [option]
    alt Ambiguity
        A ->> H: Ask [question]
        H ->> A: Clarify [input]
    end

    note over H,A: Visualization
    A ->> H: Guide [aid]
    H ->> A: Edit [script]

    note over H,A: Insight Synthesis
    A ->> H: Update [output]",,Insight Synthesis,,Refiner,Sequential,,Text,Medium,High,Low,One-shot,High,High,novice/general,"The AI updates outputs, completing task learning."
38,InkSight: Leveraging Sketch Interaction for Documenting Chart Findings in Computational Notebooks,2023,TVCG,https://arxiv.org/pdf/2307.07922,"sequenceDiagram
participant H as Human
participant A as AI

note over H,A: Data Preparation
H ->> A: Create [chart] 
H ->> A: Sketch [intent] 
A ->> A: Detect [region] 
A ->> A: Infer [fact] 

note over H,A: Insight Synthesis
A ->> H: Generate [text] 
opt Refinement
H ->> A: Edit [text] 
A ->> H: Update [text] 
end",,Data Preparation,Analyzer,"Analyzer, Interpreter",Sequential,Sketch Vis,,High,Medium,Medium,Continuous,Medium,Medium,general user,"The user sketches on charts, the AI detects regions and infers facts."
38,InkSight: Leveraging Sketch Interaction for Documenting Chart Findings in Computational Notebooks,2023,TVCG,https://arxiv.org/pdf/2307.07922,"sequenceDiagram
participant H as Human
participant A as AI

note over H,A: Data Preparation
H ->> A: Create [chart] 
H ->> A: Sketch [intent] 
A ->> A: Detect [region] 
A ->> A: Infer [fact] 

note over H,A: Insight Synthesis
A ->> H: Generate [text] 
opt Refinement
H ->> A: Edit [text] 
A ->> H: Update [text] 
end",,Insight Synthesis,Refiner,"Producer, Refiner",Repetitive,,Text,Medium,High,Low,One-shot,High,High,general user,"The AI generates text summaries, the user edits and updates."
39,MEDLEY: Intent-based Recommendations to Support Dashboard Composition,2023,TVCG,https://arxiv.org/pdf/2208.03175,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [intent]  

    note over H,A: Insight Synthesis
    A ->> A: Recommend [collection]  
    A ->> H: Present [option]  
    opt Manual
        H ->> A: Select [view]  
    end

    note over H,A: Visualization
    H ->> A: Configure [widget]  
    A ->> H: Update [dashboard]",,Goal Setting,Specifier,,Sequential,Text,,Medium,Medium,Low,One-shot,High,Low,general user,The user sets analytic intents.
39,MEDLEY: Intent-based Recommendations to Support Dashboard Composition,2023,TVCG,https://arxiv.org/pdf/2208.03175,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [intent]  

    note over H,A: Insight Synthesis
    A ->> A: Recommend [collection]  
    A ->> H: Present [option]  
    opt Manual
        H ->> A: Select [view]  
    end

    note over H,A: Visualization
    H ->> A: Configure [widget]  
    A ->> H: Update [dashboard]",,Visualization,Selector,"Producer, Recommender",Sequential,,Vis Widget,Medium,Medium,High,One-shot,Low,High,general user,"The AI recommends collections, the user configures components."
39,MEDLEY: Intent-based Recommendations to Support Dashboard Composition,2023,TVCG,https://arxiv.org/pdf/2208.03175,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [intent]  

    note over H,A: Insight Synthesis
    A ->> A: Recommend [collection]  
    A ->> H: Present [option]  
    opt Manual
        H ->> A: Select [view]  
    end

    note over H,A: Visualization
    H ->> A: Configure [widget]  
    A ->> H: Update [dashboard]",,Insight Synthesis,Updater,Updater,Decision,Vis,,Medium,High,Low,One-shot,High,High,general user,"The user refines dashboards, the AI updates."
40,LightVA: Lightweight Visual Analytics with LLM Agent-Based Task Planning and Execution,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3496112,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Decompose [task]

    note over H,A: Visualization
    A ->> A: Execute [visualization & analysis]

    note over H,A: Insight Synthesis
    A ->> H: Present [insights]
    alt Task too complex
        A ->> A: Recursive [plan & execute]
    end
    H ->> H: Inspect [results]
    H ->> A: Refine [task or goal]",,Goal Setting,Explorer,Recommender,Sequential,Text Widget,Text,Medium,Medium,Low,One-shot,High,Low,novice/general,The user sets analytic goals.
40,LightVA: Lightweight Visual Analytics with LLM Agent-Based Task Planning and Execution,2024,TVCG,https://doi.org/10.1109/TVCG.2024.3496112,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Decompose [task]

    note over H,A: Visualization
    A ->> A: Execute [visualization & analysis]

    note over H,A: Insight Synthesis
    A ->> H: Present [insights]
    alt Task too complex
        A ->> A: Recursive [plan & execute]
    end
    H ->> H: Inspect [results]
    H ->> A: Refine [task or goal]",,Data Preparation,,Producer,Sequential,,Code,High,Medium,Low,One-shot,Medium,Medium,novice/general,The AI decomposes tasks into subtasks.
