ID,Paper,Year,Publisher,Link,UML,UML_Image,Stage,Human Roles,AI Roles,Controls,Human modality,AI modality,Efficiency,Reliability,Interuption,Persistence,Expressive,Interpretability,Target user,Explanation
,,,,,,,Insight Synthesis,Selector,Producer,Repetitive,None,Text Vis,Medium,High,Medium,Continuous,High,High,novice/general,"The AI generates and organizes insights, the user navigates and views details."
55,GistVis: Automatic Generation of Word-scale Visualizations from Data-rich Documents,2025,CHI,https://dl.acm.org/doi/10.1145/3706598.3713881,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Data Preparation
    H ->> A: Provide [document]

    note over H,A: Insight Synthesis
    A ->> A: Discover [insight]
    A ->> A: Annotate [context]
    A ->> A: Extract [fact]

    note over H,A: Visualization
    A ->> A: Visualize [snippet]
    A ->> H: Embed [visualization]
    opt Interaction
        H ->> A: Hover [entity]
        A ->> H: Show [tooltip]
    end",,Data Preparation,Executor,None,Sequential,Text,None,High,Medium,Low,One-shot,Medium,Medium,novice/general,The user provides documents as system input.
,,,,,,,Insight Synthesis,None,Recommender,Repetitive,None,Text,Medium,High,Medium,Continuous,High,High,novice/general,"The system discovers and extracts data facts, processing pure text."
,,,,,,,Visualization,Explorer,"Generator, Presenter",Sequential,None,Vis Widget,Medium,Medium,Low,One-shot,Low,High,novice/general,"The system generates word-level visualizations and embeds them in documents, viewable via hover."
56,Divisi: Interactive Search and Visualization for Scalable Exploratory Subgroup Analysis,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3713103,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Set [goal]

    note over H,A: Data Preparation
    A ->> A: Discover [subgroup]

    note over H,A: Visualization
    A ->> H: Show [ranking]

    note over H,A: Insight Synthesis
    H ->> A: Re-rank [criteria]
    H ->> A: Edit [definition]
    A ->> H: Update [metrics]
    A ->> H: Map [overlap]
    H ->> A: Curate [subgroup]",,Goal Setting,Specifier,None,Sequential,Text,None,Medium,Medium,Low,One-shot,High,Low,domain expert,The user sets subgroup analysis goals.
,,,,,,,Data Preparation,None,Analyzer,Sequential,None,Text Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI discovers candidate subgroups and outputs metrics.
,,,,,,,Visualization,None,Presenter,Sequential,None,Vis,Medium,Medium,Low,One-shot,Low,High,domain expert,The system presents rankings and subgroup coverage charts.
,,,,,,,Insight Synthesis,"Refiner, Selector",Refiner,Repetitive,Text,Vis,Medium,High,Medium,Continuous,High,High,domain expert,"The user reorders or edits subgroup definitions, the AI updates metrics and visual maps."
57,Dango: A Mixed-Initiative Data Wrangling System using Large Language Model,2025,CHI,https://dl.acm.org/doi/pdf/10.1145/3706598.3714135,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Demonstrate [actions]
    H ->> A: Describe [intent in NL]

    note over H,A: Data Preparation
    alt Ambiguity Detected
        A ->> H: Ask [clarification questions]
        H ->> A: Answer [choices]
    end
    A ->> A: Synthesize [wrangling script]

    note over H,A: Insight Synthesis
    A ->> H: Explain [step-by-step in NL]
    opt Error Detected
        H ->> A: Edit [NL explanation]
        A ->> A: Update [script]
    end
    H ->> H: Validate [results]",,Goal Setting,Demonstrator,None,Sequential,Text Widget,None,Medium,Medium,Low,One-shot,High,Low,general user,The user describes intents in natural language or demonstrates actions.
,,,,,,,Data Preparation,Recommender,Analyzer,Decision,Text Widget,None,High,Medium,High,One-shot,Medium,Medium,general user,"The system asks clarifying questions, the user selects answers."
,,,,,,,Insight Synthesis,"Evaluator, Refiner","Recommender, Refiner",Repetitive,Text,Text Code,Medium,High,Medium,Continuous,High,High,general user,"The system explains scripts stepwise in natural language, the user edits text corrections."
58,Pluto: Authoring Semantically Aligned Text and Charts for Data-Driven Communication,2025,IUI,https://dl.acm.org/doi/pdf/10.1145/3708359.3712122,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Draft [text]
    A ->> H: Suggest [completion]

    note over H,A: Data Preparation
    H ->> A: Select [region]
    A ->> H: Generate [sentence]

    note over H,A: Visualization
    H ->> A: Write [description]
    A ->> H: Suggest [annotation]

    note over H,A: Insight Synthesis
    alt Text-driven
        H ->> A: Provide [instruction]
        A ->> H: Adjust [chart]
    else Chart-driven
        H ->> A: Modify [chart]
        A ->> H: Suggest [text]
    end",,Goal Setting,Demonstrator,Recommender,Sequential,Text,None,Medium,Medium,Low,One-shot,High,Low,general user,"The user drafts text, the system suggests completions."
,,,,,,,Data Preparation,None,Analyzer,Sequential,Text,Vis,High,Medium,Low,One-shot,Medium,Medium,general user,"The user selects regions, the system generates sentences."
,,,,,,,Visualization,Updater,Recommender,Sequential,Text,Vis,Medium,Medium,Low,One-shot,Low,High,general user,"The user writes descriptions, the system suggests annotations or chart adjustments."
,,,,,,,Insight Synthesis,"Refiner, Selector","Recommender, Refiner",Decision,Text,Vis,Medium,High,High,One-shot,High,High,general user,"The interaction is led by people or charts, the system switches suggestions between modalities."
59,Linking Text and Visualizations via Contextual Knowledge Graph,2025,TVCG,https://ieeexplore.ieee.org/document/10553360/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Specify [chart]
    H ->> A: Provide [text]

    note over H,A: Data Preparation
    A ->> H: Generate [graph]
    A ->> H: Extract [mentions]
    opt Revise
        H ->> A: Correct [mentions]
        A ->> H: Update [mapping]
    end

    note over H,A: Visualization
    A ->> H: Group [references]
    opt Regroup
        H ->> A: Adjust [references]
        A ->> H: Remap [entities]
    end
    A ->> H: Apply [styles]

    note over H,A: Insight Synthesis
    H ->> A: Refine [links]",,Goal Setting,Specifier,None,Sequential,Text Vis,None,Medium,Medium,Low,One-shot,High,Low,general user,The user specifies text and charts.
,,,,,,,Data Preparation,Transformer,"Analyzer, Executor, Interpreter",Repetitive,Text Vis,None,High,Medium,Medium,Continuous,Medium,Medium,general user,"The AI builds knowledge graphs and extracts mentions, the user corrects."
,,,,,,,Visualization,Updater,Updater,Repetitive,None,Vis,Medium,Medium,Medium,Continuous,Low,High,general user,"The AI groups text and graphical references, the user adjusts."
,,,,,,,Insight Synthesis,Refiner,None,Repetitive,Text Vis,None,Medium,High,Medium,Continuous,High,High,general user,"The user refines links, the system updates mappings."
60,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,2025,TVCG,https://www.arxiv.org/pdf/2507.18165,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    par User exploration
    H ->> H: Explore [data]
    and System monitoring
    note over H,A: Data Preparation
    A ->> A: Monitor [interaction logs]

    note over H,A: Visualization
    opt Confusion Detected
        A ->> A: Infer [user need]
        A ->> H: Suggest [guidance or reminder]
    end

    note over H,A: Insight Synthesis
    H ->> H: Decide [accept/reject]
    H ->> H: Continue [analysis]",,Goal Setting,Demonstrator,None,Parallel,Widget Vis,Text,Medium,Medium,Low,Continuous,High,Low,novice/general,"The user explores data, the system monitors interactions."
,,,,,,,Data Preparation,None,Interpreter,Parallel,None,Text,High,Medium,Low,Continuous,Medium,Medium,novice/general,The AI analyzes logs and detects confusion.
,,,,,,,Visualization,Explorer,Recommender,Decision,Widget Vis,Vis Text,Medium,Medium,High,One-shot,Low,High,novice/general,"The AI proactively suggests or reminds, the user reviews in the interface."
,,,,,,,Insight Synthesis,"Evaluator, Selector",Updater,Decision,Text,Text,Medium,High,High,One-shot,High,High,novice/general,The user accepts or rejects suggestions and continues analysis.
61,RSVP for VPSA : A Meta Design Study on Rapid Suggestive Visualization Prototyping for Visual Parameter Space Analysis,2025,TVCG,https://ieeexplore.ieee.org/document/10679174/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Load [data]

    note over H,A: Data Preparation
    A ->> H: Recommend [design]

    note over H,A: Visualization
    H ->> A: Select [visualization]
    A ->> H: Generate [dashboard]

    note over H,A: Insight Synthesis
    opt Refinement
        H ->> A: Adjust [layout]
        A ->> H: Update [view]
    end",,Goal Setting,Updater,None,Sequential,Widget,None,Medium,Medium,Low,One-shot,High,Low,domain expert,The user loads datasets.
,,,,,,,Data Preparation,None,Recommender,Sequential,None,Vis,High,Medium,Low,One-shot,Medium,Medium,domain expert,The AI recommends design schemes.
,,,,,,,Visualization,None,Generator,Sequential,Vis Widget,None,Medium,Medium,Low,One-shot,Low,High,domain expert,"The user selects recommended views, the AI generates dashboards."
,,,,,,,Insight Synthesis,Refiner,Refiner,Repetitive,Vis,None,Medium,High,Medium,Continuous,High,High,domain expert,"The user adjusts layouts, the AI updates dashboards."
62,VisCARS: Knowledge Graph-Based Context-Aware Recommender System for Time-Series Data Visualization and Monitoring Dashboards,2025,TVCG,https://ieeexplore.ieee.org/document/10556805/,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Provide [context]

    note over H,A: Data Preparation
    H ->> A: Select [data]

    note over H,A: Visualization
    A ->> H: Recommend [content]
    A ->> H: Suggest [visualization]
    opt Adjust
        H ->> A: Adjust [dashboard]
    end

    note over H,A: Insight Synthesis
    A ->> H: Explain [reason]",,Goal Setting,Specifier,None,Sequential,Text,None,Medium,Medium,Low,One-shot,High,Low,domain expert,The user provides analytic contexts.
,,,,,,,Data Preparation,None,None,Sequential,Text,None,High,Medium,Low,One-shot,Medium,Medium,domain expert,The user selects data.
,,,,,,,Visualization,Updater,Recommender,Repetitive,None,Vis,Medium,Medium,Medium,Continuous,Low,High,domain expert,The AI recommends content and generates charts.
,,,,,,,Insight Synthesis,None,Recommender,Sequential,None,Text,Medium,High,Low,One-shot,High,High,domain expert,The AI explains recommendation reasons.
63,ChartInsighter: An Approach for Mitigating Hallucination in Time-series Chart Summary Generation with A Benchmark Dataset,2025,TVCG,http://arxiv.org/abs/2501.09349,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Visualization
    H ->> A: Input [chart]
    A ->> A: Analyze [trend]
    A ->> A: Collaborate [agents]
    A ->> A: Validate [consistency]

    note over H,A: Insight Synthesis
    A ->> H: Generate [summary]
    opt Verify
        H ->> A: Identify [error]
        A ->> H: Correct [summary]
    end",,Visualization,None,Updater,Sequential,Vis,None,Medium,Medium,Low,One-shot,Low,High,general user,"The user inputs charts, the AI analyzes trends and validates consistency."
,,,,,,,Insight Synthesis,Evaluator,"Producer, Refiner",Repetitive,None,Text,Medium,High,Medium,Continuous,High,High,general user,"The AI generates summaries, the user corrects errors, the system updates."
64,Jupybara: Operationalizing a Design Space for Actionable Data Analysis and Storytelling with LLMs,2025,CHI,https://doi.org/10.48550/arXiv.2501.16661,"sequenceDiagram
    participant H as Human
    participant A as AI

    note over H,A: Goal Setting
    H ->> A: Propose [complex query]

    note over H,A: Data Preparation
    A ->> H: Present [analysis plan]
    H ->> A: Confirm or Edit [plan]

    note over H,A: Visualization
    A ->> H: Generate [code, narrative, visualizations]

    note over H,A: Insight Synthesis
    opt Multi-agent mode
        A ->> A: Collaborate [agents]
        A ->> H: Deliver [refined actionable insight]
    end
    H ->> A: Provide [clarifications or corrections]
    A ->> H: Update [story, analysis outputs]
    H ->> H: Interpret [actionable insights]",,Goal Setting,Specifier,None,Sequential,Text,None,Medium,Medium,Low,One-shot,High,Low,general user,The user inputs complex queries.
,,,,,,,Data Preparation,Transformer,Recommender,Decision,None,Code,High,Medium,High,One-shot,Medium,Medium,general user,"The AI outputs analysis plans, the user confirms or edits."
,,,,,,,Visualization,None,Generator,Sequential,None,Vis Code,Medium,Medium,Low,One-shot,Low,High,general user,"The AI generates code, narratives, and visualizations."
,,,,,,,Insight Synthesis,"Evaluator, Selector","Producer, Refiner",Repetitive,None,Code Text Vis,Medium,High,Medium,Continuous,High,High,general user,"The AI delivers insights, the user clarifies and interprets."
